#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7722361	7542582	97.68	7528	0.10	2574	0.03	18007	0.23	151670	1.96
Ecoli	7722361	7722336	100.00	0	0.00	0	0.00	20	0.00	5	0.00
PhiX	7722361	7722361	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7722361	7721960	100.00	0	0.00	0	0.00	100	0.00	301	0.00
Vectors	7722361	7705155	99.78	64	0.00	113	0.00	1082	0.01	15947	0.21
Bacteria_24k	7722361	7637093	98.90	1891	0.02	1929	0.02	8351	0.11	73097	0.95
Protists_1k	7722361	7486140	96.95	20397	0.26	29612	0.38	8654	0.11	177558	2.30
Viruses	7722361	7641632	98.95	185	0.00	65	0.00	9766	0.13	70713	0.92
Fungi_RefSeq_release	7722361	7560202	97.90	4508	0.06	1261	0.02	19501	0.25	136889	1.77
Coral	7722361	7628744	98.79	766	0.01	281	0.00	12976	0.17	79594	1.03
Bird	7722361	7590131	98.28	3952	0.05	584	0.01	22010	0.29	105684	1.37
Plant	7722361	7624272	98.73	660	0.01	125	0.00	12548	0.16	84756	1.10

%Hit_no_genomes: 96.48
