#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	146799	140995	96.05	158	0.11	63	0.04	424	0.29	5159	3.51
Ecoli	146799	146793	100.00	0	0.00	0	0.00	5	0.00	1	0.00
PhiX	146799	146799	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	146799	146799	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	146799	146282	99.64	0	0.00	0	0.00	23	0.02	494	0.34
Bacteria_24k	146799	143603	97.83	66	0.04	72	0.05	221	0.15	2837	1.93
Protists_1k	146799	139528	95.04	465	0.32	755	0.51	244	0.17	5807	3.96
Viruses	146799	143674	97.88	5	0.00	1	0.00	285	0.19	2834	1.93
Fungi_RefSeq_release	146799	141602	96.47	105	0.07	30	0.02	506	0.34	4556	3.10
Coral	146799	143544	97.79	18	0.01	7	0.00	323	0.22	2907	1.98
Bird	146799	142447	97.03	79	0.05	14	0.01	639	0.44	3620	2.47
Plant	146799	143318	97.64	21	0.01	1	0.00	342	0.23	3117	2.12

%Hit_no_genomes: 94.47
