#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	188933	180515	95.55	202	0.11	66	0.03	534	0.28	7616	4.03
Ecoli	188933	188928	100.00	0	0.00	0	0.00	3	0.00	2	0.00
PhiX	188933	188933	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	188933	188933	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	188933	188176	99.60	0	0.00	0	0.00	37	0.02	720	0.38
Bacteria_24k	188933	184390	97.60	80	0.04	107	0.06	380	0.20	3976	2.10
Protists_1k	188933	178564	94.51	585	0.31	1021	0.54	286	0.15	8477	4.49
Viruses	188933	184168	97.48	12	0.01	4	0.00	493	0.26	4256	2.25
Fungi_RefSeq_release	188933	181642	96.14	131	0.07	57	0.03	648	0.34	6455	3.42
Coral	188933	184730	97.78	18	0.01	4	0.00	423	0.22	3758	1.99
Bird	188933	183004	96.86	158	0.08	10	0.01	1201	0.64	4560	2.41
Plant	188933	184078	97.43	21	0.01	5	0.00	529	0.28	4300	2.28

%Hit_no_genomes: 93.89
