#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	11912854	11647051	97.77	16669	0.14	4699	0.04	26470	0.22	217965	1.83
Ecoli	11912854	11912805	100.00	0	0.00	0	0.00	14	0.00	35	0.00
PhiX	11912854	11912854	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	11912854	11912790	100.00	0	0.00	0	0.00	14	0.00	50	0.00
Vectors	11912854	11893075	99.83	6	0.00	0	0.00	1160	0.01	18613	0.16
Bacteria_24k	11912854	11756774	98.68	10712	0.09	12562	0.11	12703	0.11	120103	1.01
Protists_1k	11912854	11562851	97.06	31598	0.27	42460	0.36	16929	0.14	259016	2.17
Viruses	11912854	11794417	99.01	244	0.00	75	0.00	14454	0.12	103664	0.87
Fungi_RefSeq_release	11912854	11674884	98.01	6938	0.06	1701	0.01	28727	0.24	200604	1.68
Coral	11912854	11764398	98.76	1181	0.01	551	0.00	19075	0.16	127649	1.07
Bird	11912854	11714154	98.33	5904	0.05	745	0.01	28542	0.24	163509	1.37
Plant	11912854	11768623	98.79	1080	0.01	201	0.00	17800	0.15	125150	1.05

%Hit_no_genomes: 96.43
