#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	16041443	15693474	97.82	29717	0.19	8119	0.05	39395	0.25	270738	1.69
Ecoli	16041443	16041326	100.00	0	0.00	0	0.00	27	0.00	90	0.00
PhiX	16041443	16041443	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	16041443	16041429	100.00	0	0.00	0	0.00	0	0.00	14	0.00
Vectors	16041443	16013383	99.83	7	0.00	3	0.00	1888	0.01	26162	0.16
Bacteria_24k	16041443	15806977	98.53	30055	0.19	34497	0.22	19155	0.12	150759	0.94
Protists_1k	16041443	15571024	97.06	48356	0.30	58608	0.37	31320	0.20	332135	2.07
Viruses	16041443	15903636	99.14	337	0.00	112	0.00	17600	0.11	119758	0.75
Fungi_RefSeq_release	16041443	15740154	98.12	10346	0.06	2024	0.01	42618	0.27	246301	1.54
Coral	16041443	15853932	98.84	1721	0.01	597	0.00	28019	0.17	157174	0.98
Bird	16041443	15788791	98.42	8213	0.05	993	0.01	39384	0.25	204062	1.27
Plant	16041443	15865911	98.91	1731	0.01	273	0.00	24259	0.15	149269	0.93

%Hit_no_genomes: 96.15
