#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	662275	641538	96.87	769	0.12	277	0.04	1726	0.26	17965	2.71
Ecoli	662275	662233	99.99	0	0.00	0	0.00	34	0.01	8	0.00
PhiX	662275	662275	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	662275	662241	100.00	0	0.00	0	0.00	1	0.00	33	0.00
Vectors	662275	659687	99.61	1	0.00	0	0.00	130	0.02	2457	0.37
Bacteria_24k	662275	646880	97.67	1953	0.29	2172	0.33	1159	0.18	10111	1.53
Protists_1k	662275	634499	95.81	2048	0.31	3076	0.46	1685	0.25	20967	3.17
Viruses	662275	652296	98.50	17	0.00	10	0.00	1221	0.18	8731	1.32
Fungi_RefSeq_release	662275	643511	97.16	442	0.07	137	0.02	1974	0.30	16211	2.45
Coral	662275	651222	98.33	68	0.01	26	0.00	1375	0.21	9584	1.45
Bird	662275	646814	97.66	389	0.06	54	0.01	2314	0.35	12704	1.92
Plant	662275	650485	98.22	83	0.01	9	0.00	1311	0.20	10387	1.57

%Hit_no_genomes: 94.69
